,date,name,position,seniority,location,studio,client,project,team_name,engagement
9735,2023-01-03,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,4.95
9736,2023-01-04,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,4.95
9737,2023-01-05,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,4.95
9738,2023-01-06,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,4.95
9739,2023-01-09,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,4.95
9740,2023-01-10,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,4.95
9741,2023-01-11,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,4.45
9742,2023-01-12,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,4.45
9743,2023-01-13,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,4.45
9744,2023-01-16,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,4.45
9745,2023-01-17,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,4.45
9746,2023-01-18,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,4.45
9747,2023-01-19,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,4.45
9748,2023-01-20,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.95
9749,2023-01-23,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.95
9750,2023-01-24,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.95
9751,2023-01-25,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,0.0
9752,2023-01-26,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.95
9753,2023-01-27,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.95
9754,2023-01-30,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.95
9755,2023-01-31,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.45
9756,2023-02-01,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.45
9757,2023-02-02,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.45
9758,2023-02-03,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.45
9759,2023-02-07,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.45
9760,2023-02-08,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.45
9761,2023-02-09,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.45
9762,2023-02-10,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9763,2023-02-13,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9764,2023-02-14,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9765,2023-02-15,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9766,2023-02-16,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9767,2023-02-17,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9768,2023-02-20,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,0.95
9769,2023-02-21,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9770,2023-02-22,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9771,2023-02-23,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9772,2023-02-24,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9773,2023-02-27,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9774,2023-02-28,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9775,2023-03-01,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9776,2023-03-02,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,0.0
9777,2023-03-03,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9778,2023-03-06,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9779,2023-03-07,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9780,2023-03-08,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9781,2023-03-09,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,0.0
9782,2023-03-10,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9783,2023-03-13,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9784,2023-03-14,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9785,2023-03-15,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9786,2023-03-16,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9787,2023-03-17,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9788,2023-03-21,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9789,2023-03-22,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9790,2023-03-23,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9791,2023-03-24,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9792,2023-03-27,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9793,2023-03-28,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9794,2023-03-29,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9795,2023-03-30,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,0.95
9796,2023-03-31,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9797,2023-04-03,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9798,2023-04-04,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9799,2023-04-05,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9800,2023-04-06,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9801,2023-04-10,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9802,2023-04-11,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,0.95
9803,2023-04-12,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9804,2023-04-13,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9805,2023-04-14,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9806,2023-04-17,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,0.0
9807,2023-04-18,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9808,2023-04-19,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9809,2023-04-20,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9810,2023-04-21,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9811,2023-04-24,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9812,2023-04-25,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9813,2023-04-26,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9814,2023-04-27,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9815,2023-04-28,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9816,2023-05-02,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9817,2023-05-03,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9818,2023-05-04,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9819,2023-05-05,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9820,2023-05-08,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9821,2023-05-09,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9822,2023-05-10,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,0.0
9823,2023-05-11,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9824,2023-05-12,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9825,2023-05-15,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9826,2023-05-16,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9827,2023-05-17,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9828,2023-05-18,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,0.95
9829,2023-05-19,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9830,2023-05-22,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9831,2023-05-23,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9832,2023-05-24,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,0.95
9833,2023-05-25,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9834,2023-05-26,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9835,2023-05-29,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9836,2023-05-30,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9837,2023-05-31,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9838,2023-06-01,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9839,2023-06-02,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9840,2023-06-05,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,0.95
9841,2023-06-06,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9842,2023-06-07,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9843,2023-06-08,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9844,2023-06-09,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9845,2023-06-12,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9846,2023-06-13,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,0.0
9847,2023-06-14,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9848,2023-06-15,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,0.95
9849,2023-06-16,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9850,2023-06-19,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9851,2023-06-20,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9852,2023-06-21,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9853,2023-06-22,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9854,2023-06-23,Daniel Escobar,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.96
9855,2023-01-02,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.16
9856,2023-01-03,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.27
9857,2023-01-04,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.49
9858,2023-01-05,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.73
9859,2023-01-06,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.12
9860,2023-01-09,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.12
9861,2023-01-10,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.49
9862,2023-01-11,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.04
9863,2023-01-12,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.36
9864,2023-01-13,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.74
9865,2023-01-16,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.84
9866,2023-01-17,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.84
9867,2023-01-18,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.25
9868,2023-01-19,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.4
9869,2023-01-20,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.85
9870,2023-01-23,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.98
9871,2023-01-24,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.52
9872,2023-01-25,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.84
9873,2023-01-26,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.12
9874,2023-01-27,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.38
9875,2023-01-30,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.46
9876,2023-01-31,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.84
9877,2023-02-01,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.88
9878,2023-02-02,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.81
9879,2023-02-03,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.68
9880,2023-02-07,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.18
9881,2023-02-08,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.93
9882,2023-02-09,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.45
9883,2023-02-10,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.23
9884,2023-02-13,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.91
9885,2023-02-14,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,0.03
9886,2023-02-15,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,0.03
9887,2023-02-16,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.56
9888,2023-02-17,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.71
9889,2023-02-20,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,3.03
9890,2023-02-21,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,0.0
9891,2023-02-22,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.22
9892,2023-02-23,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.65
9893,2023-02-24,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.95
9894,2023-02-27,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.73
9895,2023-02-28,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.35
9896,2023-03-01,Daniel Alvarado,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,Vanguard Initiative,The Matrix Mice,2.28
